track,outcome,spec_id,spec_label,hypothesis_family,treatment_columns,n_treatments,weight_status,weight_column,sample_n,engine_target,x_block_id,x_exclude_columns,status,notes,folds,nuisance_learner,x_feature_count,engine_impl,coefficient_rows,outcome_oof_r2,mean_treatment_oof_r2,final_model_r2,condition_number,error_message
track1_per_cell,share_joint_Injury_composed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.13224531556510688,0.048863124280251254,0.014642722859393165,59.01678399847091,
track1_per_cell,share_joint_Injury_discomposed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.3100013410058182,0.048863124280251254,0.0219424013177576,59.01678399847091,
track1_per_cell,share_joint_Rupture_composed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.1604087221023438,0.048863124280251254,0.018316926271072176,59.01678399847091,
track1_per_cell,share_joint_Rupture_discomposed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.08123211168250277,0.048863124280251254,0.01926409892514125,59.01678399847091,
track1_per_cell,share_joint_Distrust_composed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.23864518475795138,0.048863124280251254,0.022252825526109854,59.01678399847091,
track1_per_cell,share_joint_Distrust_discomposed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,unweighted,,633,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.2652578585550136,0.048863124280251254,0.03550063013689364,59.01678399847091,
track1_per_cell,share_joint_Injury_composed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.15955157440286638,0.03141691885943011,0.02220559044677084,75.05590609993514,
track1_per_cell,share_joint_Injury_discomposed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.3868727219863879,0.03141691885943011,0.02674299185796092,75.05590609993514,
track1_per_cell,share_joint_Rupture_composed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.26750397122404235,0.03141691885943011,0.026751735939156585,75.05590609993514,
track1_per_cell,share_joint_Rupture_discomposed,grouped_treatments,Grouped treatment robustness,R3,timing_childhood_flag_v1;timing_adolescence_flag_v1;dosage_q2_flag_v1;dosage_q3_flag_v1;dosage_q4_flag_v1;family_separation_flag;parental_arrest_flag;loyalty_conflict_flag;segregation_flag,9,ipw,ipw_weight_v1,632,dml_plr,primary,,estimated,"Timing bands, dosage quartiles, and severity component flags replace the continuous primary treatment bundle.",5,lightgbm_regressor,30,crossfit_plr_residual_ols_hc3_v1,9,-0.08226076583188657,0.03141691885943011,0.020505700945957606,75.05590609993514,
